# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=10 top 20
  1. RR=279 anchor_m=7 Swiss=11 | 加速烙刀,绵鳚,篝火,打火机,大钢弩,三花,燃烧响炮
  15. RR=169 anchor_m=115 Swiss=11 | 飞镖发射器,十手,理查森先生,绵鳚,减速烙刀,皮皮虾,烈酒杯,炮弹,拍立蚌
  16. RR=157 anchor_m=129 Swiss=10 | 减速烙刀,飞镖发射器,十手,皮皮虾,烈酒杯,炮弹,手斧,拍立蚌,流星索
  17. RR=167 anchor_m=108 Swiss=10 | 飞镖发射器,十手,绵鳚,减速烙刀,皮皮虾,烈酒杯,炮弹,手雷,拍立蚌
  18. RR=175 anchor_m=91 Swiss=10 | 减速烙刀,飞镖发射器,十手,皮皮虾,烈酒杯,炮弹,拍立蚌,大钢弩
  19. RR=166 anchor_m=109 Swiss=10 | 减速烙刀,飞镖发射器,十手,皮皮虾,烈酒杯,炮弹,拍立蚌,流星索,盐钳海盗
  20. RR=162 anchor_m=113 Swiss=10 | 减速烙刀,锁镰,飞镖发射器,十手,迷幻蝠鲼,皮皮虾,烈酒杯,炮弹,拍立蚌

[GDF] seeds: 飞鱼
[GDF] size=10 top 20
  1. RR=257 anchor_m=75 Swiss=10 | 大钢弩,藏刃匕首,燃烧响炮,飞鱼,潜水配重,绵鳚,加速烙刀,枪套
  2. RR=229 anchor_m=223 Swiss=11 | 鳐鲨,飞鱼,吸血章鱼,潜行滑翔机,绵鳚,马龙鱼
  3. RR=221 anchor_m=197 Swiss=9 | 枪套,大钢弩,淬锋钢,飞鱼,潜水配重,燃烧响炮,绵鳚,加速烙刀
  4. RR=219 anchor_m=169 Swiss=9 | 藏刃匕首,枪套,大钢弩,淬锋钢,飞鱼,潜水配重,绵鳚,加速烙刀
  5. RR=219 anchor_m=166 Swiss=9 | 烈酒杯,枪套,大钢弩,淬锋钢,飞鱼,潜水配重,绵鳚,加速烙刀
  6. RR=197 anchor_m=197 Swiss=10 | 潜行滑翔机,鳐鲨,马龙鱼,独角鲸,水母,飞鱼
  7. RR=205 anchor_m=181 Swiss=10 | 大钢弩,淬锋钢,飞鱼,潜水配重,绵鳚,加速烙刀,枪套,打火机
  8. RR=185 anchor_m=185 Swiss=9 | 鳐鲨,飞鱼,手斧,吸血章鱼,马龙鱼,潜行滑翔机
  9. RR=184 anchor_m=181 Swiss=9 | 枪套,大钢弩,珊瑚,淬锋钢,飞鱼,潜水配重,绵鳚,加速烙刀
  10. RR=190 anchor_m=149 Swiss=10 | 拍立蚌,藏刃匕首,飞鱼,潜水配重,绵鳚,加速烙刀,枪套,大钢弩
  11. RR=221 anchor_m=81 Swiss=10 | 藏刃匕首,飞鱼,潜水配重,绵鳚,加速烙刀,枪套,大钢弩,烈酒杯
  12. RR=181 anchor_m=152 Swiss=9 | 枪套,淬锋钢,燃烧子弹,飞鱼,潜水配重,绵鳚,加速烙刀,大钢弩
  13. RR=170 anchor_m=169 Swiss=10 | 枪套,手斧,大钢弩,淬锋钢,飞鱼,潜水配重,绵鳚,加速烙刀
  14. RR=178 anchor_m=147 Swiss=9 | 套娃,藏刃匕首,飞鱼,潜水配重,绵鳚,加速烙刀,枪套,大钢弩
  15. RR=192 anchor_m=110 Swiss=9 | 枪套,大钢弩,淬锋钢,飞鱼,水母,潜水配重,绵鳚,加速烙刀
  16. RR=164 anchor_m=162 Swiss=10 | 枪套,鳐鲨,潜水配重,飞鱼,鹦鹉皮特,吸血章鱼,绵鳚,马龙鱼
  17. RR=172 anchor_m=137 Swiss=9 | 手斧,藏刃匕首,飞鱼,潜水配重,绵鳚,加速烙刀,枪套,大钢弩
  18. RR=176 anchor_m=127 Swiss=10 | 藏刃匕首,飞鱼,潜水配重,绵鳚,加速烙刀,小冰镐,枪套,大钢弩
  19. RR=154 anchor_m=150 Swiss=10 | 枪套,鳐鲨,潜水配重,飞鱼,燃烧响炮,吸血章鱼,绵鳚,马龙鱼
  20. RR=150 anchor_m=148 Swiss=9 | 枪套,大钢弩,淬锋钢,流星索,飞鱼,潜水配重,绵鳚,加速烙刀

[GDF] seeds: 食人鱼
[GDF] size=10 top 20
  1. RR=221 anchor_m=90 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,皮皮虾,拍立蚌,食人鱼
  2. RR=194 anchor_m=106 Swiss=10 | 拍立蚌,海螺壳,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,食人鱼
  3. RR=187 anchor_m=98 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,食人鱼,珊瑚,拍立蚌
  4. RR=174 anchor_m=118 Swiss=10 | 皮皮虾,海螺壳,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,食人鱼
  5. RR=178 anchor_m=104 Swiss=9 | 皮皮虾,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,食人鱼,珍珠
  6. RR=174 anchor_m=99 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,食人鱼,珊瑚,珍珠
  7. RR=169 anchor_m=107 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,龙涎香,海螺壳,食人鱼
  8. RR=178 anchor_m=88 Swiss=10 | 鱼饵,海螺壳,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,食人鱼
  9. RR=171 anchor_m=101 Swiss=11 | 盐钳海盗,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,食人鱼,拍立蚌
  10. RR=172 anchor_m=90 Swiss=10 | 海螺壳,飞鱼,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,食人鱼
  11. RR=170 anchor_m=91 Swiss=10 | 海螺壳,拍立蚌,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,水草,食人鱼
  12. RR=159 anchor_m=111 Swiss=9 | 珊瑚,海螺壳,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,食人鱼
  13. RR=171 anchor_m=86 Swiss=11 | 鱼饵,珊瑚,拍立蚌,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,食人鱼
  14. RR=155 anchor_m=115 Swiss=10 | 海螺壳,小冰镐,水草,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,食人鱼
  15. RR=161 anchor_m=95 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,珊瑚,潜水配重,食人鱼
  16. RR=161 anchor_m=94 Swiss=11 | 盐钳海盗,海螺壳,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,食人鱼
  17. RR=161 anchor_m=91 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,鱼饵,海螺壳,食人鱼
  18. RR=164 anchor_m=80 Swiss=11 | 珊瑚,拍立蚌,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,食人鱼,皮皮虾
  19. RR=165 anchor_m=78 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,盐钳海盗,拍立蚌,食人鱼
  20. RR=166 anchor_m=74 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,拍立蚌,珍珠,食人鱼

[GDF] seeds: 马龙鱼
[GDF] size=10 top 20
  1. RR=278 anchor_m=278 Swiss=11 | 牌桌,淬锋钢,水车,马龙鱼,深潜器
  2. RR=251 anchor_m=251 Swiss=10 | 淬锋钢,水车,马龙鱼,码头缆索,牌桌
  3. RR=234 anchor_m=234 Swiss=11 | 湿件战服,珊瑚,牌桌,淬锋钢,马龙鱼,深潜器
  4. RR=219 anchor_m=219 Swiss=10 | 湿件战服,牌桌,淬锋钢,马龙鱼,小冰镐,深潜器
  5. RR=212 anchor_m=212 Swiss=11 | 拍立蚌,牌桌,淬锋钢,水车,马龙鱼,消音器
  6. RR=210 anchor_m=210 Swiss=11 | 湿件战服,淬锋钢,马龙鱼,弹簧刀,燃烧响炮,深潜器,小冰镐
  7. RR=206 anchor_m=206 Swiss=11 | 湿件战服,牌桌,珍珠,淬锋钢,马龙鱼,深潜器
  8. RR=205 anchor_m=205 Swiss=10 | 拍立蚌,珊瑚,淬锋钢,水车,马龙鱼,牌桌
  9. RR=198 anchor_m=198 Swiss=9 | 牌桌,淬锋钢,水车,套娃,马龙鱼,消音器
  10. RR=197 anchor_m=197 Swiss=11 | 小冰镐,牌桌,弹簧刀,马龙鱼,水车,淬锋钢
  11. RR=197 anchor_m=197 Swiss=10 | 珊瑚,牌桌,淬锋钢,水车,马龙鱼,消音器
  12. RR=189 anchor_m=189 Swiss=10 | 拍立蚌,淬锋钢,套娃,水车,马龙鱼,牌桌
  13. RR=186 anchor_m=186 Swiss=9 | 海螺壳,湿件战服,牌桌,淬锋钢,马龙鱼,深潜器
  14. RR=185 anchor_m=185 Swiss=10 | 湿件战服,牌桌,淬锋钢,弹簧刀,马龙鱼,深潜器
  15. RR=184 anchor_m=184 Swiss=10 | 水草,拍立蚌,淬锋钢,水车,马龙鱼,牌桌
  16. RR=183 anchor_m=183 Swiss=10 | 淬锋钢,水车,马龙鱼,珊瑚,水草,牌桌
  17. RR=182 anchor_m=182 Swiss=10 | 码头缆索,深潜器,淬锋钢,水车,马龙鱼
  18. RR=182 anchor_m=182 Swiss=10 | 湿件战服,水草,牌桌,淬锋钢,马龙鱼,深潜器
  19. RR=181 anchor_m=181 Swiss=10 | 牌桌,淬锋钢,马龙鱼,消音器,沙滩充气球,深潜器
  20. RR=181 anchor_m=181 Swiss=10 | 淬锋钢,套娃,水车,马龙鱼,珊瑚,牌桌

[GDF] seeds: 鱼叉
[GDF] size=10 top 20
  1. RR=265 anchor_m=34 Swiss=11 | 马龙鱼,鱼叉,深潜器,牌桌,湿件战服
  2. RR=244 anchor_m=80 Swiss=10 | 马龙鱼,鱼叉,鲨齿爪,深潜器,湿件战服
  3. RR=248 anchor_m=57 Swiss=11 | 珊瑚护甲,马龙鱼,鱼叉,深潜器,湿件战服
  4. RR=257 anchor_m=18 Swiss=10 | 码头缆索,马龙鱼,鱼叉,深潜器,湿件战服
  5. RR=231 anchor_m=11 Swiss=11 | 马龙鱼,迷幻蝠鲼,鱼叉,深潜器,鸦巢
  6. RR=230 anchor_m=2 Swiss=9 | 码头缆索,湿件战服,鱼叉,加速烙刀,沙滩充气球
  7. RR=221 anchor_m=16 Swiss=11 | 湿件战服,马龙鱼,鱼叉,淬锋钢,拍立蚌,深潜器
  8. RR=213 anchor_m=23 Swiss=11 | 湿件战服,马龙鱼,流星索,鱼叉,淬锋钢,深潜器
  9. RR=196 anchor_m=52 Swiss=10 | 马龙鱼,弹簧刀,流星索,鱼叉,深潜器,湿件战服
  10. RR=221 anchor_m=-16 Swiss=10 | 燃烧响炮,燃烧子弹,打火机,鱼叉,加速烙刀,篝火,小冰镐
  11. RR=202 anchor_m=6 Swiss=10 | 马龙鱼,流星索,小冰镐,鱼叉,深潜器,湿件战服
  12. RR=205 anchor_m=-11 Swiss=10 | 小冰镐,弹簧刀,马龙鱼,鱼叉,深潜器,湿件战服
  13. RR=162 anchor_m=63 Swiss=10 | 马龙鱼,流星索,鱼叉,深潜器,湿件战服,葡萄弹
  14. RR=194 anchor_m=-7 Swiss=10 | 湿件战服,珊瑚,马龙鱼,鱼叉,淬锋钢,深潜器
  15. RR=192 anchor_m=-7 Swiss=10 | 湿件战服,十手,马龙鱼,鱼叉,淬锋钢,深潜器
  16. RR=182 anchor_m=8 Swiss=10 | 打火机,湿件战服,马龙鱼,鱼叉,淬锋钢,深潜器
  17. RR=183 anchor_m=-7 Swiss=10 | 湿件战服,马龙鱼,鱼叉,珍珠,淬锋钢,深潜器
  18. RR=197 anchor_m=-40 Swiss=10 | 马龙鱼,淬锋钢,鱼叉,深潜器,小冰镐,湿件战服
  19. RR=180 anchor_m=-7 Swiss=10 | 湿件战服,龙涎香,马龙鱼,鱼叉,淬锋钢,深潜器
  20. RR=176 anchor_m=0 Swiss=10 | 湿件战服,集成式HUD,马龙鱼,鱼叉,淬锋钢,深潜器

[GDF] seeds: 鱼雷
[GDF] size=10 top 20
  1. RR=250 anchor_m=78 Swiss=12 | 六分仪,潜水配重,鱼雷,炮弹,烈酒杯,枪套,大钢弩
  2. RR=221 anchor_m=193 Swiss=10 | 六分仪,潜水配重,鱼雷,炮弹,烈酒杯,定制准镜,大钢弩
  3. RR=195 anchor_m=193 Swiss=9 | 火药角,鱼雷,珊瑚,潜水配重,水车,套娃,小冰镐
  4. RR=202 anchor_m=152 Swiss=11 | 六分仪,潜水配重,鱼雷,拍立蚌,炮弹,烈酒杯,大钢弩
  5. RR=183 anchor_m=183 Swiss=10 | 拍立蚌,水车,潜水配重,鱼雷,炮弹,流星索,燃烧响炮
  6. RR=181 anchor_m=181 Swiss=11 | 流星索,火药角,鱼雷,潜水配重,拍立蚌,水车,套娃
  7. RR=182 anchor_m=177 Swiss=10 | 火药角,鱼雷,潜水配重,水车,套娃,珊瑚,水草
  8. RR=179 anchor_m=179 Swiss=10 | 小冰镐,鱼雷,炮弹,潜水配重,拍立蚌,水车,套娃
  9. RR=179 anchor_m=178 Swiss=10 | 火药角,鱼雷,潜水配重,水车,拍立蚌,套娃,小冰镐
  10. RR=186 anchor_m=161 Swiss=11 | 六分仪,潜水配重,鱼雷,炮弹,烈酒杯,大钢弩,消音器
  11. RR=173 anchor_m=171 Swiss=10 | 火药角,鱼雷,潜水配重,水车,套娃,珍珠,珊瑚
  12. RR=179 anchor_m=151 Swiss=10 | 六分仪,潜水配重,鱼雷,炮弹,烈酒杯,大钢弩,集成式HUD
  13. RR=169 anchor_m=167 Swiss=10 | 葡萄弹,火药角,鱼雷,潜水配重,水车,套娃,珊瑚
  14. RR=168 anchor_m=167 Swiss=10 | 小冰镐,火药角,鱼雷,潜水配重,水车,拍立蚌,盐钳海盗
  15. RR=166 anchor_m=166 Swiss=10 | 火药角,鱼雷,潜水配重,拍立蚌,水车,套娃,珊瑚
  16. RR=166 anchor_m=162 Swiss=10 | 火药角,鱼雷,潜水配重,水车,套娃,珊瑚,理查森先生
  17. RR=164 anchor_m=163 Swiss=10 | 火药角,鱼雷,潜水配重,水车,拍立蚌,流星索,盐钳海盗
  18. RR=162 anchor_m=162 Swiss=10 | 盐钳海盗,火药角,鱼雷,潜水配重,拍立蚌,水车,套娃
  19. RR=162 anchor_m=160 Swiss=10 | 理查森先生,火药角,鱼雷,潜水配重,水车,套娃,小冰镐
  20. RR=158 anchor_m=158 Swiss=10 | 流星索,珊瑚,火药角,鱼雷,潜水配重,水车,套娃

[GDF] seeds: 鱼饵
[GDF] size=10 top 20
  1. RR=188 anchor_m=101 Swiss=10 | 拍立蚌,海螺壳,潜水配重,鱼饵,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  2. RR=185 anchor_m=106 Swiss=10 | 鱼饵,珊瑚,理查森先生,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  3. RR=168 anchor_m=139 Swiss=10 | 鱼饵,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,水草,小冰镐,盐钳海盗
  4. RR=177 anchor_m=118 Swiss=10 | 海螺壳,潜水配重,鱼饵,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  5. RR=174 anchor_m=122 Swiss=10 | 鱼饵,潜水配重,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳
  6. RR=185 anchor_m=98 Swiss=10 | 鱼饵,珊瑚,拍立蚌,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  7. RR=185 anchor_m=98 Swiss=10 | 鱼饵,拍立蚌,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳
  8. RR=174 anchor_m=119 Swiss=9 | 鱼饵,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珍珠,潜水配重
  9. RR=168 anchor_m=129 Swiss=10 | 鱼饵,海螺壳,珍珠,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  10. RR=160 anchor_m=137 Swiss=10 | 珍珠,海螺壳,鱼饵,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,盐钳海盗
  11. RR=181 anchor_m=94 Swiss=10 | 鱼饵,拍立蚌,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳
  12. RR=169 anchor_m=115 Swiss=10 | 鱼饵,盐钳海盗,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珍珠
  13. RR=176 anchor_m=98 Swiss=11 | 拍立蚌,鱼饵,珊瑚,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  14. RR=171 anchor_m=108 Swiss=10 | 鱼饵,水草,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳
  15. RR=168 anchor_m=113 Swiss=10 | 鱼饵,珊瑚,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,飞鱼
  16. RR=176 anchor_m=95 Swiss=10 | 鱼饵,盐钳海盗,迷幻蝠鲼,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  17. RR=169 anchor_m=109 Swiss=10 | 鱼饵,水草,珊瑚,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  18. RR=163 anchor_m=117 Swiss=11 | 鱼饵,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳,龙涎香
  19. RR=156 anchor_m=130 Swiss=10 | 海影宝驹,鱼饵,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  20. RR=162 anchor_m=115 Swiss=11 | 水草,鱼饵,珍珠,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐

[GDF] seeds: 鲨齿爪
[GDF] size=10 top 20
  1. RR=277 anchor_m=186 Swiss=11 | 藏刃匕首,燃烧响炮,燃烧子弹,小冰镐,绵鳚,加速烙刀,鲨齿爪,枪套
  2. RR=231 anchor_m=231 Swiss=11 | 藏刃匕首,抛石机,飞鱼,燃烧响炮,小冰镐,绵鳚,鲨齿爪
  3. RR=212 anchor_m=212 Swiss=11 | 藏刃匕首,枪套,抛石机,飞鱼,小冰镐,绵鳚,鲨齿爪
  4. RR=209 anchor_m=209 Swiss=11 | 抛石机,飞鱼,燃烧响炮,打火机,小冰镐,绵鳚,鲨齿爪
  5. RR=206 anchor_m=206 Swiss=10 | 手斧,手里剑,抛石机,飞鱼,小冰镐,绵鳚,鲨齿爪
  6. RR=206 anchor_m=206 Swiss=10 | 抛石机,飞鱼,燃烧响炮,手斧,小冰镐,绵鳚,鲨齿爪
  7. RR=206 anchor_m=205 Swiss=10 | 珊瑚,抛石机,飞鱼,小冰镐,绵鳚,鲨齿爪,燃烧响炮
  8. RR=203 anchor_m=203 Swiss=10 | 藏刃匕首,燃烧响炮,燃烧子弹,抛石机,小冰镐,绵鳚,鲨齿爪
  9. RR=199 anchor_m=199 Swiss=10 | 鲨齿爪,绵鳚,藏刃匕首,弹簧刀,抛石机,飞鱼,小冰镐
  10. RR=197 anchor_m=197 Swiss=11 | 藏刃匕首,燃烧子弹,抛石机,飞鱼,小冰镐,绵鳚,鲨齿爪
  11. RR=196 anchor_m=196 Swiss=10 | 流星索,抛石机,飞鱼,燃烧响炮,小冰镐,绵鳚,鲨齿爪
  12. RR=189 anchor_m=189 Swiss=10 | 藏刃匕首,燃烧响炮,鲨齿爪,绵鳚,小冰镐,手斧,抛石机
  13. RR=187 anchor_m=187 Swiss=10 | 珊瑚,藏刃匕首,抛石机,飞鱼,小冰镐,绵鳚,鲨齿爪
  14. RR=184 anchor_m=184 Swiss=10 | 抛石机,飞鱼,燃烧响炮,燃烧子弹,小冰镐,绵鳚,鲨齿爪
  15. RR=182 anchor_m=182 Swiss=10 | 枪套,抛石机,飞鱼,燃烧响炮,小冰镐,绵鳚,鲨齿爪
  16. RR=181 anchor_m=181 Swiss=10 | 珊瑚,手斧,抛石机,飞鱼,小冰镐,绵鳚,鲨齿爪
  17. RR=180 anchor_m=180 Swiss=10 | 藏刃匕首,抛石机,飞鱼,小冰镐,绵鳚,鲨齿爪,流星索
  18. RR=182 anchor_m=163 Swiss=11 | 藏刃匕首,燃烧响炮,燃烧子弹,小冰镐,绵鳚,加速烙刀,鲨齿爪,烈酒杯
  19. RR=171 anchor_m=171 Swiss=10 | 抛石机,飞鱼,潜水配重,燃烧响炮,小冰镐,绵鳚,鲨齿爪
  20. RR=170 anchor_m=170 Swiss=10 | 狼筅,藏刃匕首,鲨齿爪,小冰镐,水车,珊瑚

[GDF] seeds: 鳐鲨
[GDF] size=10 top 20
  1. RR=221 anchor_m=183 Swiss=11 | 小冰镐,鳐鲨,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,水草
  2. RR=215 anchor_m=202 Swiss=10 | 小冰镐,鳐鲨,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,吸血章鱼
  3. RR=219 anchor_m=192 Swiss=11 | 小冰镐,鳐鲨,水母,雪怪蟹,元素深水炸弹,绵鳚,珊瑚,飞鱼
  4. RR=202 anchor_m=194 Swiss=10 | 小冰镐,鳐鲨,水母,雪怪蟹,元素深水炸弹,绵鳚,吸血章鱼,飞鱼
  5. RR=204 anchor_m=186 Swiss=10 | 小冰镐,鳐鲨,水母,雪怪蟹,元素深水炸弹,绵鳚,水草,飞鱼
  6. RR=198 anchor_m=171 Swiss=10 | 小冰镐,吸血章鱼,鳐鲨,水母,雪怪蟹,元素深水炸弹,绵鳚,水草
  7. RR=201 anchor_m=164 Swiss=10 | 小冰镐,水草,鳐鲨,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚
  8. RR=197 anchor_m=157 Swiss=10 | 小冰镐,水草,鳐鲨,水母,雪怪蟹,元素深水炸弹,绵鳚,海螺壳
  9. RR=190 anchor_m=166 Swiss=10 | 小冰镐,吸血章鱼,鳐鲨,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚
  10. RR=198 anchor_m=149 Swiss=11 | 海螺壳,小冰镐,鳐鲨,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚
  11. RR=179 anchor_m=179 Swiss=11 | 鳐鲨,飞鱼,水母,马龙鱼,吸血章鱼,潜行滑翔机
  12. RR=189 anchor_m=159 Swiss=10 | 小冰镐,鳐鲨,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,盐钳海盗
  13. RR=181 anchor_m=157 Swiss=11 | 小冰镐,吸血章鱼,鳐鲨,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚
  14. RR=176 anchor_m=162 Swiss=9 | 小冰镐,海螺壳,鳐鲨,水母,雪怪蟹,元素深水炸弹,绵鳚,飞鱼
  15. RR=185 anchor_m=143 Swiss=10 | 小冰镐,鳐鲨,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,龙涎香
  16. RR=177 anchor_m=156 Swiss=10 | 拍立蚌,小冰镐,鳐鲨,水母,雪怪蟹,元素深水炸弹,绵鳚,飞鱼
  17. RR=181 anchor_m=145 Swiss=10 | 鱼饵,小冰镐,鳐鲨,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚
  18. RR=184 anchor_m=133 Swiss=10 | 珊瑚,独角鲸,水母,雪怪蟹,元素深水炸弹,绵鳚,鳐鲨,小冰镐
  19. RR=169 anchor_m=154 Swiss=10 | 小冰镐,鳐鲨,水母,雪怪蟹,元素深水炸弹,绵鳚,飞鱼,迷幻蝠鲼
  20. RR=176 anchor_m=139 Swiss=10 | 小冰镐,鳐鲨,珊瑚,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚

[GDF] seeds: 鸦巢
[GDF] size=10 top 20
  1. RR=240 anchor_m=109 Swiss=11 | 鸦巢,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼
  2. RR=229 anchor_m=182 Swiss=10 | 鸦巢,小冰镐,元素深水炸弹,雪怪蟹,水母,潜水配重,珊瑚
  3. RR=231 anchor_m=168 Swiss=10 | 鸦巢,小冰镐,元素深水炸弹,雪怪蟹,水母,潜水配重,鱼饵
  4. RR=219 anchor_m=150 Swiss=10 | 鸦巢,小冰镐,元素深水炸弹,雪怪蟹,水母,潜水配重,拍立蚌
  5. RR=208 anchor_m=167 Swiss=10 | 鸦巢,潜水配重,小冰镐,迷幻蝠鲼,毒须鲶,雪怪蟹,元素深水炸弹
  6. RR=208 anchor_m=156 Swiss=11 | 鸦巢,龙涎香,小冰镐,元素深水炸弹,雪怪蟹,水母,潜水配重
  7. RR=206 anchor_m=153 Swiss=10 | 鸦巢,小冰镐,海螺壳,元素深水炸弹,雪怪蟹,水母,潜水配重
  8. RR=211 anchor_m=143 Swiss=10 | 鸦巢,小冰镐,潜水配重,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼
  9. RR=208 anchor_m=148 Swiss=9 | 水草,鸦巢,小冰镐,元素深水炸弹,雪怪蟹,水母,潜水配重
  10. RR=192 anchor_m=176 Swiss=10 | 鸦巢,淬锋钢,小冰镐,元素深水炸弹,雪怪蟹,水母,潜水配重
  11. RR=200 anchor_m=159 Swiss=10 | 鸦巢,小冰镐,元素深水炸弹,雪怪蟹,水母,潜水配重,珍珠
  12. RR=200 anchor_m=158 Swiss=10 | 鸦巢,潜水配重,小冰镐,毒须鲶,雪怪蟹,元素深水炸弹,拍立蚌
  13. RR=203 anchor_m=146 Swiss=10 | 鸦巢,小冰镐,元素深水炸弹,雪怪蟹,水母,潜水配重,毒须鲶
  14. RR=201 anchor_m=146 Swiss=11 | 珊瑚,鸦巢,潜水配重,小冰镐,毒须鲶,雪怪蟹,元素深水炸弹
  15. RR=201 anchor_m=145 Swiss=11 | 鱼饵,鸦巢,潜水配重,小冰镐,毒须鲶,雪怪蟹,元素深水炸弹
  16. RR=195 anchor_m=157 Swiss=10 | 鸦巢,海螺壳,潜水配重,小冰镐,毒须鲶,雪怪蟹,元素深水炸弹
  17. RR=193 anchor_m=159 Swiss=10 | 鸦巢,小冰镐,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,水草
  18. RR=190 anchor_m=164 Swiss=10 | 鸦巢,潜水配重,小冰镐,毒须鲶,雪怪蟹,元素深水炸弹,龙涎香
  19. RR=184 anchor_m=175 Swiss=11 | 鸦巢,潜水配重,六分仪,迷你弯刀,船舵,淬锋钢
  20. RR=189 anchor_m=165 Swiss=10 | 珍珠,鸦巢,潜水配重,小冰镐,毒须鲶,雪怪蟹,元素深水炸弹

[GDF] seeds: 鹦鹉皮特
[GDF] size=10 top 20
  1. RR=277 anchor_m=237 Swiss=11 | 大钢弩,鹦鹉皮特,绵鳚,燃烧响炮,燃烧子弹,加速烙刀,篝火
  2. RR=274 anchor_m=253 Swiss=11 | 大钢弩,鹦鹉皮特,绵鳚,燃烧响炮,加速烙刀,篝火,打火机
  3. RR=262 anchor_m=224 Swiss=11 | 大钢弩,鹦鹉皮特,绵鳚,加速烙刀,燃烧子弹,打火机,篝火
  4. RR=238 anchor_m=238 Swiss=10 | 鹦鹉皮特,绵鳚,燃烧响炮,枪套,大钢弩,加速烙刀,篝火
