# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=10 top 20
  1. RR=276 anchor_m=5 Swiss=11 | 篝火,打火机,燃烧子弹,三花,燃烧响炮,绵鳚,珊瑚,大钢弩
  4. RR=203 anchor_m=166 Swiss=11 | 燃烧响炮,枪套,加速烙刀,篝火,大钢弩,打火机,靴里剑
  5. RR=243 anchor_m=59 Swiss=10 | 燃烧响炮,珊瑚,篝火,打火机,燃烧子弹,套娃,靴里剑,大钢弩
  6. RR=216 anchor_m=92 Swiss=10 | 燃烧响炮,珊瑚,潜水配重,篝火,打火机,燃烧子弹,靴里剑,大钢弩
  7. RR=224 anchor_m=71 Swiss=11 | 燃烧响炮,枪套,加速烙刀,篝火,打火机,救生圈,靴里剑
  8. RR=232 anchor_m=53 Swiss=11 | 燃烧响炮,珊瑚,篝火,打火机,燃烧子弹,拍立蚌,靴里剑,大钢弩
  9. RR=238 anchor_m=35 Swiss=11 | 燃烧响炮,绵鳚,加速烙刀,篝火,打火机,靴里剑,救生圈
  10. RR=208 anchor_m=86 Swiss=10 | 燃烧响炮,加速烙刀,篝火,大钢弩,打火机,烈酒杯,靴里剑
  11. RR=223 anchor_m=45 Swiss=10 | 燃烧响炮,燃烧子弹,加速烙刀,篝火,打火机,救生圈,靴里剑
  12. RR=186 anchor_m=111 Swiss=10 | 燃烧响炮,绵鳚,潜水配重,打火机,小冰镐,鱼雷,火炮,靴里剑
  13. RR=206 anchor_m=69 Swiss=11 | 燃烧响炮,珊瑚,篝火,打火机,燃烧子弹,流星索,靴里剑,大钢弩
  14. RR=182 anchor_m=110 Swiss=10 | 流星索,燃烧响炮,绵鳚,打火机,小冰镐,鱼雷,火炮,靴里剑
  15. RR=175 anchor_m=117 Swiss=10 | 燃烧响炮,水母,珊瑚,篝火,打火机,燃烧子弹,靴里剑,大钢弩
  16. RR=193 anchor_m=76 Swiss=10 | 燃烧响炮,珊瑚,篝火,打火机,燃烧子弹,珍珠,靴里剑,大钢弩
  17. RR=191 anchor_m=80 Swiss=10 | 燃烧响炮,珊瑚,篝火,打火机,燃烧子弹,葡萄弹,靴里剑,大钢弩
  18. RR=204 anchor_m=41 Swiss=10 | 燃烧响炮,珊瑚,篝火,打火机,燃烧子弹,靴里剑,烈酒杯,大钢弩
  19. RR=202 anchor_m=43 Swiss=10 | 救生圈,燃烧响炮,加速烙刀,篝火,打火机,烈酒杯,靴里剑
  20. RR=182 anchor_m=78 Swiss=10 | 燃烧响炮,绵鳚,打火机,燃烧子弹,救生圈,靴里剑,蔻森娜纹章,恶鬼面具

[GDF] seeds: 风暴瓶
[GDF] size=10 top 20
  1. RR=231 anchor_m=231 Swiss=10 | 枪套,雪怪蟹,风暴瓶,绵鳚,小冰镐,流星索,燃烧响炮,大钢弩
  2. RR=218 anchor_m=218 Swiss=10 | 飞镖发射器,枪套,大钢弩,雪怪蟹,风暴瓶,绵鳚,小冰镐,燃烧响炮
  3. RR=212 anchor_m=212 Swiss=11 | 枪套,风暴瓶,绵鳚,打火机,燃烧子弹,拍立蚌,大钢弩,燃烧响炮
  4. RR=212 anchor_m=212 Swiss=11 | 飞镖发射器,雪怪蟹,风暴瓶,绵鳚,小冰镐,打火机,救生圈,燃烧响炮
  5. RR=211 anchor_m=211 Swiss=10 | 毒须鲶,雪怪蟹,风暴瓶,绵鳚,小冰镐,枪套,大钢弩,燃烧响炮
  6. RR=210 anchor_m=210 Swiss=11 | 救生圈,水母,雪怪蟹,风暴瓶,绵鳚,小冰镐,流星索,燃烧响炮
  7. RR=207 anchor_m=207 Swiss=11 | 毒须鲶,雪怪蟹,风暴瓶,绵鳚,小冰镐,流星索,救生圈,燃烧响炮
  8. RR=206 anchor_m=206 Swiss=10 | 救生圈,雪怪蟹,风暴瓶,绵鳚,小冰镐,流星索,打火机,燃烧响炮
  9. RR=195 anchor_m=195 Swiss=11 | 雪怪蟹,风暴瓶,绵鳚,小冰镐,燃烧响炮,拍立蚌,大钢弩,枪套
  10. RR=195 anchor_m=195 Swiss=10 | 流星索,救生圈,珊瑚,雪怪蟹,风暴瓶,绵鳚,小冰镐,燃烧响炮
  11. RR=194 anchor_m=194 Swiss=11 | 风暴瓶,绵鳚,打火机,燃烧子弹,拍立蚌,水母,大钢弩,燃烧响炮
  12. RR=187 anchor_m=187 Swiss=9 | 打火机,雪怪蟹,风暴瓶,绵鳚,小冰镐,燃烧响炮,救生圈,拍立蚌
  13. RR=184 anchor_m=184 Swiss=10 | 毒须鲶,雪怪蟹,风暴瓶,绵鳚,小冰镐,燃烧响炮,救生圈,拍立蚌
  14. RR=178 anchor_m=178 Swiss=10 | 救生圈,飞镖发射器,枪套,雪怪蟹,风暴瓶,绵鳚,小冰镐,燃烧响炮
  15. RR=177 anchor_m=177 Swiss=10 | 水母,雪怪蟹,风暴瓶,绵鳚,小冰镐,燃烧响炮,救生圈,拍立蚌
  16. RR=176 anchor_m=176 Swiss=10 | 救生圈,雪怪蟹,风暴瓶,绵鳚,小冰镐,流星索,飞镖发射器,燃烧响炮
  17. RR=173 anchor_m=173 Swiss=10 | 飞镖发射器,风暴瓶,绵鳚,燃烧响炮,救生圈,打火机,火炮
  18. RR=181 anchor_m=156 Swiss=11 | 风暴瓶,绵鳚,打火机,燃烧响炮,火炮,流星索,鱼雷
  19. RR=172 anchor_m=172 Swiss=10 | 枪套,雪怪蟹,风暴瓶,绵鳚,小冰镐,流星索,打火机,燃烧子弹,燃烧响炮
  20. RR=170 anchor_m=170 Swiss=10 | 枪套,珊瑚,雪怪蟹,风暴瓶,绵鳚,小冰镐,流星索,燃烧响炮,打火机

[GDF] seeds: 飞镖发射器
[GDF] size=10 top 20
  1. RR=220 anchor_m=63 Swiss=10 | 皮皮虾,飞镖发射器,烈酒杯,炮弹,枪套,十手,拍立蚌,绵鳚,大钢弩
  2. RR=208 anchor_m=67 Swiss=11 | 皮皮虾,飞镖发射器,烈酒杯,炮弹,枪套,打火机,十手,绵鳚,大钢弩
  3. RR=209 anchor_m=61 Swiss=11 | 皮皮虾,小冰镐,飞镖发射器,烈酒杯,炮弹,枪套,十手,绵鳚,大钢弩
  4. RR=191 anchor_m=69 Swiss=10 | 皮皮虾,飞镖发射器,烈酒杯,炮弹,枪套,十手,手雷,绵鳚,大钢弩
  5. RR=209 anchor_m=31 Swiss=11 | 皮皮虾,飞镖发射器,烈酒杯,炮弹,流星索,枪套,十手,绵鳚,大钢弩
  6. RR=193 anchor_m=58 Swiss=10 | 皮皮虾,飞镖发射器,抓钩,烈酒杯,炮弹,枪套,十手,绵鳚,大钢弩
  7. RR=189 anchor_m=60 Swiss=10 | 皮皮虾,鹦鹉皮特,飞镖发射器,烈酒杯,炮弹,枪套,十手,绵鳚,大钢弩
  8. RR=202 anchor_m=31 Swiss=11 | 燃烧响炮,皮皮虾,飞镖发射器,烈酒杯,炮弹,枪套,十手,绵鳚,大钢弩
  9. RR=190 anchor_m=49 Swiss=10 | 皮皮虾,飞镖发射器,烈酒杯,炮弹,枪套,十手,绵鳚,大钢弩,飞鱼
  10. RR=181 anchor_m=66 Swiss=10 | 皮皮虾,飞镖发射器,烈酒杯,炮弹,枪套,独角鲸,十手,绵鳚,大钢弩
  11. RR=164 anchor_m=89 Swiss=10 | 皮皮虾,飞镖发射器,烈酒杯,炮弹,枪套,十手,左轮手枪,绵鳚,大钢弩
  12. RR=179 anchor_m=55 Swiss=10 | 皮皮虾,雪怪蟹,飞镖发射器,烈酒杯,炮弹,枪套,十手,绵鳚,大钢弩
  13. RR=179 anchor_m=54 Swiss=11 | 皮皮虾,套娃,飞镖发射器,烈酒杯,炮弹,枪套,十手,绵鳚,大钢弩
  14. RR=167 anchor_m=71 Swiss=10 | 水母,皮皮虾,飞镖发射器,烈酒杯,炮弹,枪套,十手,绵鳚,大钢弩
  15. RR=184 anchor_m=37 Swiss=10 | 皮皮虾,飞镖发射器,烈酒杯,炮弹,枪套,十手,盐钳海盗,绵鳚,大钢弩
  16. RR=181 anchor_m=42 Swiss=10 | 皮皮虾,飞镖发射器,烈酒杯,炮弹,十手,枪套,大钢弩,绵鳚,藏刃匕首
  17. RR=169 anchor_m=65 Swiss=10 | 龙涎香,皮皮虾,飞镖发射器,烈酒杯,炮弹,枪套,十手,绵鳚,大钢弩
  18. RR=178 anchor_m=47 Swiss=9 | 皮皮虾,飞镖发射器,烈酒杯,炮弹,枪套,十手,绵鳚,大钢弩,迷幻蝠鲼
  19. RR=167 anchor_m=68 Swiss=11 | 食人鱼,皮皮虾,飞镖发射器,烈酒杯,炮弹,枪套,十手,绵鳚,大钢弩
  20. RR=170 anchor_m=61 Swiss=10 | 皮皮虾,标枪,飞镖发射器,烈酒杯,炮弹,十手,大钢弩,枪套

[GDF] seeds: 飞鱼
[GDF] size=10 top 20
  1. RR=261 anchor_m=40 Swiss=11 | 篝火,打火机,飞鱼,绵鳚,燃烧响炮,大钢弩,救生圈
  2. RR=251 anchor_m=213 Swiss=11 | 珊瑚,潜水配重,飞鱼,潜行滑翔机,喷射摩托,淬锋钢
  3. RR=246 anchor_m=188 Swiss=11 | 加速烙刀,枪套,打火机,飞鱼,潜水配重,绵鳚,大钢弩,燃烧响炮
  4. RR=206 anchor_m=206 Swiss=10 | 水草,潜水配重,飞鱼,喷射摩托,淬锋钢,潜行滑翔机
  5. RR=205 anchor_m=180 Swiss=10 | 救生圈,马龙鱼,鳐鲨,珍珠,吸血章鱼,水母,飞鱼
  6. RR=197 anchor_m=163 Swiss=11 | 救生圈,加速烙刀,飞鱼,潜水配重,枪套,大钢弩,藏刃匕首
  7. RR=231 anchor_m=86 Swiss=10 | 篝火,打火机,飞鱼,燃烧响炮,枪套,救生圈,大钢弩
  8. RR=182 anchor_m=174 Swiss=10 | 救生圈,马龙鱼,消音器,鳐鲨,珍珠,水母,飞鱼
  9. RR=202 anchor_m=129 Swiss=10 | 篝火,打火机,飞鱼,燃烧响炮,枪套,大钢弩,绵鳚,小冰镐
  10. RR=188 anchor_m=147 Swiss=11 | 篝火,打火机,飞鱼,燃烧响炮,枪套,大钢弩,绵鳚,拍立蚌
  11. RR=181 anchor_m=153 Swiss=10 | 加速烙刀,绵鳚,大钢弩,拍立蚌,潜水配重,飞鱼,淬锋钢,枪套
  12. RR=197 anchor_m=116 Swiss=10 | 篝火,打火机,飞鱼,燃烧响炮,枪套,大钢弩,绵鳚,皮皮虾
  13. RR=179 anchor_m=151 Swiss=10 | 篝火,打火机,飞鱼,燃烧响炮,枪套,大钢弩,绵鳚,盐钳海盗
  14. RR=179 anchor_m=144 Swiss=10 | 篝火,打火机,飞鱼,燃烧响炮,枪套,大钢弩,绵鳚,手斧
  15. RR=162 anchor_m=160 Swiss=9 | 救生圈,手里剑,马龙鱼,鳐鲨,珍珠,水母,飞鱼
  16. RR=160 anchor_m=145 Swiss=11 | 加速烙刀,绵鳚,大钢弩,珍珠,潜水配重,飞鱼,淬锋钢,枪套
  17. RR=159 anchor_m=142 Swiss=10 | 篝火,打火机,飞鱼,燃烧响炮,枪套,大钢弩,绵鳚,海螺壳
  18. RR=197 anchor_m=65 Swiss=10 | 篝火,打火机,潜水配重,飞鱼,燃烧响炮,大钢弩,救生圈
  19. RR=188 anchor_m=83 Swiss=9 | 篝火,打火机,飞鱼,燃烧响炮,枪套,大钢弩,绵鳚,手雷
  20. RR=203 anchor_m=49 Swiss=10 | 篝火,打火机,飞鱼,燃烧响炮,大钢弩,救生圈,烈酒杯

[GDF] seeds: 食人鱼
[GDF] size=10 top 20
  1. RR=255 anchor_m=57 Swiss=11 | 食人鱼,潜水配重,鱼雷,打火机,绵鳚,加速烙刀,枪套,燃烧响炮
  2. RR=232 anchor_m=215 Swiss=10 | 食人鱼,潜水配重,打火机,绵鳚,大钢弩,加速烙刀,枪套,燃烧响炮
  3. RR=230 anchor_m=147 Swiss=10 | 食人鱼,燃烧子弹,打火机,大钢弩,绵鳚,加速烙刀,枪套,燃烧响炮
  4. RR=252 anchor_m=51 Swiss=10 | 食人鱼,潜水配重,救生圈,打火机,绵鳚,加速烙刀,枪套,燃烧响炮
  5. RR=254 anchor_m=24 Swiss=10 | 食人鱼,打火机,救生圈,加速烙刀,绵鳚,篝火,燃烧响炮
  6. RR=213 anchor_m=85 Swiss=9 | 食人鱼,打火机,绵鳚,加速烙刀,枪套,鱼雷,流星索,燃烧响炮
  7. RR=195 anchor_m=118 Swiss=10 | 食人鱼,打火机,枪套,加速烙刀,篝火,大钢弩,燃烧响炮
  8. RR=190 anchor_m=117 Swiss=9 | 拍立蚌,食人鱼,打火机,绵鳚,加速烙刀,枪套,鱼雷,燃烧响炮
  9. RR=238 anchor_m=17 Swiss=9 | 食人鱼,大钢弩,绵鳚,打火机,加速烙刀,篝火,燃烧响炮
  10. RR=212 anchor_m=63 Swiss=10 | 珊瑚,食人鱼,打火机,绵鳚,加速烙刀,枪套,救生圈,燃烧响炮
  11. RR=198 anchor_m=90 Swiss=9 | 食人鱼,燃烧子弹,打火机,绵鳚,加速烙刀,救生圈,枪套,燃烧响炮
  12. RR=176 anchor_m=132 Swiss=10 | 食人鱼,小冰镐,打火机,大钢弩,绵鳚,加速烙刀,枪套,燃烧响炮
  13. RR=224 anchor_m=30 Swiss=9 | 食人鱼,打火机,大钢弩,绵鳚,加速烙刀,藏刃匕首,枪套,燃烧响炮
  14. RR=186 anchor_m=79 Swiss=9 | 葡萄弹,食人鱼,打火机,大钢弩,绵鳚,加速烙刀,枪套,燃烧响炮
  15. RR=192 anchor_m=63 Swiss=9 | 食人鱼,手雷,打火机,大钢弩,绵鳚,加速烙刀,枪套,燃烧响炮
  16. RR=169 anchor_m=103 Swiss=10 | 手斧,救生圈,食人鱼,打火机,绵鳚,加速烙刀,枪套,燃烧响炮
  17. RR=179 anchor_m=80 Swiss=9 | 珊瑚,食人鱼,大钢弩,打火机,绵鳚,加速烙刀,枪套,燃烧响炮
  18. RR=180 anchor_m=77 Swiss=9 | 食人鱼,靴里剑,打火机,大钢弩,绵鳚,加速烙刀,枪套,燃烧响炮
  19. RR=173 anchor_m=84 Swiss=9 | 食人鱼,潜水配重,打火机,珊瑚护甲,绵鳚,加速烙刀,枪套,燃烧响炮
  20. RR=182 anchor_m=58 Swiss=9 | 葡萄弹,食人鱼,打火机,绵鳚,加速烙刀,枪套,燃烧响炮,鱼雷

[GDF] seeds: 马龙鱼
[GDF] size=10 top 20
  1. RR=234 anchor_m=234 Swiss=10 | 牌桌,码头缆索,马龙鱼,水车,淬锋钢
  2. RR=217 anchor_m=217 Swiss=11 | 深潜器,牌桌,马龙鱼,水车,淬锋钢
  3. RR=216 anchor_m=216 Swiss=11 | 马龙鱼,码头缆索,深潜器,水车,淬锋钢
  4. RR=215 anchor_m=215 Swiss=11 | 马龙鱼,流星索,小冰镐,深潜器,水车,淬锋钢
  5. RR=212 anchor_m=212 Swiss=11 | 马龙鱼,水车,淬锋钢,喷射摩托,小冰镐
  6. RR=198 anchor_m=198 Swiss=10 | 拍立蚌,马龙鱼,迷幻蝠鲼,深潜器,水车,淬锋钢
  7. RR=191 anchor_m=191 Swiss=9 | 牌桌,马龙鱼,水车,淬锋钢,拍立蚌,珊瑚
  8. RR=189 anchor_m=189 Swiss=10 | 码头缆索,理查森先生,马龙鱼,套娃,水车,淬锋钢
  9. RR=187 anchor_m=187 Swiss=10 | 拍立蚌,马龙鱼,深潜器,珍珠,水车,淬锋钢
  10. RR=186 anchor_m=186 Swiss=10 | 马龙鱼,小冰镐,深潜器,水车,套娃,淬锋钢
  11. RR=183 anchor_m=183 Swiss=10 | 马龙鱼,迷幻蝠鲼,套娃,水车,深潜器,淬锋钢
  12. RR=182 anchor_m=182 Swiss=10 | 马龙鱼,小冰镐,拍立蚌,深潜器,水车,淬锋钢
  13. RR=181 anchor_m=181 Swiss=10 | 迷幻蝠鲼,马龙鱼,深潜器,水车,珍珠,淬锋钢
  14. RR=180 anchor_m=180 Swiss=10 | 马龙鱼,小冰镐,深潜器,水车,淬锋钢,珊瑚
  15. RR=178 anchor_m=178 Swiss=11 | 拍立蚌,牌桌,马龙鱼,套娃,水车,淬锋钢
  16. RR=174 anchor_m=174 Swiss=9 | 马龙鱼,小冰镐,深潜器,水车,淬锋钢,水草
  17. RR=170 anchor_m=170 Swiss=10 | 拍立蚌,马龙鱼,深潜器,水车,淬锋钢,水草
  18. RR=169 anchor_m=169 Swiss=10 | 湿件战服,珍珠,马龙鱼,淬锋钢,救生圈,深潜器
  19. RR=168 anchor_m=168 Swiss=10 | 码头缆索,珊瑚,马龙鱼,套娃,水车,淬锋钢
  20. RR=173 anchor_m=156 Swiss=9 | 马龙鱼,套娃,水车,淬锋钢,小冰镐,加速烙刀

[GDF] seeds: 鱼叉
[GDF] size=10 top 20
  1. RR=232 anchor_m=3 Swiss=9 | 鱼叉,救生圈,步枪,填弹杆,火炮
  2. RR=215 anchor_m=19 Swiss=10 | 鱼叉,步枪,填弹杆,火炮,标枪
  3. RR=217 anchor_m=5 Swiss=11 | 鱼叉,拍立蚌,淬锋钢,深潜器,马龙鱼,湿件战服
  4. RR=212 anchor_m=15 Swiss=10 | 鱼叉,码头缆索,步枪,填弹杆,火炮
  5. RR=206 anchor_m=15 Swiss=10 | 鱼叉,步枪,填弹杆,火炮,珊瑚护甲
  6. RR=215 anchor_m=-3 Swiss=10 | 湿件战服,鱼叉,深潜器,淬锋钢,马龙鱼,小冰镐
  7. RR=217 anchor_m=-11 Swiss=11 | 鱼叉,燃烧响炮,燃烧子弹,淬锋钢,加速烙刀,篝火,小冰镐
  8. RR=197 anchor_m=19 Swiss=10 | 鱼叉,淬锋钢,流星索,深潜器,马龙鱼,湿件战服
  9. RR=200 anchor_m=0 Swiss=10 | 鱼叉,燃烧响炮,燃烧子弹,淬锋钢,加速烙刀,篝火,打火机
  10. RR=187 anchor_m=24 Swiss=10 | 鱼叉,武士刀,步枪,填弹杆,火炮
  11. RR=199 anchor_m=-1 Swiss=10 | 燃烧响炮,绵鳚,大钢弩,鱼叉,加速烙刀,篝火
  12. RR=180 anchor_m=12 Swiss=10 | 鱼叉,淬锋钢,打火机,深潜器,马龙鱼,湿件战服
  13. RR=173 anchor_m=17 Swiss=10 | 鱼叉,加速烙刀,步枪,填弹杆,火炮
  14. RR=168 anchor_m=27 Swiss=10 | 鱼叉,葡萄弹,打火机,燃烧子弹,加速烙刀,篝火,燃烧响炮
  15. RR=180 anchor_m=-2 Swiss=11 | 枪套,燃烧响炮,流星索,打火机,鱼叉,加速烙刀,篝火
  16. RR=170 anchor_m=13 Swiss=10 | 鱼叉,绵鳚,打火机,燃烧子弹,加速烙刀,篝火,燃烧响炮
  17. RR=171 anchor_m=5 Swiss=10 | 鱼叉,淬锋钢,深潜器,潜水配重,马龙鱼,湿件战服
  18. RR=172 anchor_m=2 Swiss=10 | 十手,湿件战服,鱼叉,深潜器,马龙鱼,淬锋钢
  19. RR=169 anchor_m=7 Swiss=10 | 深海弯刀,鱼叉,步枪,填弹杆,火炮
  20. RR=175 anchor_m=-11 Swiss=11 | 鱼叉,淬锋钢,深潜器,马龙鱼,海螺壳,湿件战服

[GDF] seeds: 鱼雷
[GDF] size=10 top 20
  1. RR=256 anchor_m=256 Swiss=11 | 火药角,鱼雷,潜水配重,水车,拍立蚌,大钢弩
  2. RR=244 anchor_m=236 Swiss=11 | 火药角,鱼雷,大钢弩,绵鳚,潜水配重,拍立蚌,枪套,燃烧响炮
  3. RR=233 anchor_m=227 Swiss=10 | 炮弹,大钢弩,鱼雷,潜水配重,水车,套娃
  4. RR=221 anchor_m=217 Swiss=10 | 火药角,鱼雷,大钢弩,绵鳚,潜水配重,拍立蚌,燃烧子弹,套娃
  5. RR=210 anchor_m=202 Swiss=10 | 火药角,鱼雷,大钢弩,绵鳚,潜水配重,拍立蚌,燃烧响炮,流星索
  6. RR=207 anchor_m=195 Swiss=11 | 火药角,鱼雷,流星索,大钢弩,绵鳚,潜水配重,枪套,燃烧响炮
  7. RR=202 anchor_m=197 Swiss=10 | 珍珠,火药角,鱼雷,大钢弩,绵鳚,潜水配重,枪套,燃烧响炮
  8. RR=195 anchor_m=191 Swiss=9 | 火药角,鱼雷,大钢弩,绵鳚,潜水配重,葡萄弹,枪套,燃烧响炮
  9. RR=191 anchor_m=189 Swiss=10 | 火药角,鱼雷,火炮,绵鳚,潜水配重,拍立蚌,燃烧响炮,流星索
  10. RR=188 anchor_m=176 Swiss=10 | 火药角,鱼雷,大钢弩,绵鳚,潜水配重,雪怪蟹,枪套,燃烧响炮
  11. RR=185 anchor_m=181 Swiss=10 | 套娃,火药角,鱼雷,大钢弩,绵鳚,潜水配重,枪套,燃烧响炮
  12. RR=184 anchor_m=182 Swiss=9 | 火药角,抓钩,鱼雷,大钢弩,绵鳚,潜水配重,枪套,燃烧响炮
  13. RR=183 anchor_m=176 Swiss=10 | 火药角,鱼雷,大钢弩,绵鳚,潜水配重,迷幻蝠鲼,枪套,燃烧响炮
  14. RR=181 anchor_m=173 Swiss=11 | 火药角,鱼雷,珊瑚,大钢弩,绵鳚,潜水配重,枪套,燃烧响炮
  15. RR=177 anchor_m=177 Swiss=10 | 火药角,左轮手枪,鱼雷,大钢弩,绵鳚,潜水配重,枪套,燃烧响炮
  16. RR=178 anchor_m=172 Swiss=9 | 火药角,鱼雷,大钢弩,绵鳚,潜水配重,燃烧响炮,烈酒杯,流星索
  17. RR=178 anchor_m=171 Swiss=10 | 火药角,鱼雷,大钢弩,绵鳚,潜水配重,枪套,理查森先生,燃烧响炮
  18. RR=174 anchor_m=174 Swiss=10 | 火药角,鱼雷,葡萄弹,绵鳚,潜水配重,燃烧子弹,拍立蚌,燃烧响炮,流星索
  19. RR=174 anchor_m=174 Swiss=10 | 火药角,鱼雷,水草,大钢弩,绵鳚,潜水配重,枪套,燃烧响炮
  20. RR=173 anchor_m=169 Swiss=9 | 火药角,鱼雷,大钢弩,绵鳚,潜水配重,毒须鲶,枪套,燃烧响炮

[GDF] seeds: 鱼饵
[GDF] size=10 top 20
  1. RR=261 anchor_m=15 Swiss=11 | 珊瑚,海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,鱼饵,救生圈
  2. RR=229 anchor_m=78 Swiss=10 | 鱼饵,燃烧子弹,燃烧响炮,篝火,打火机,绵鳚,大钢弩,手雷
  3. RR=231 anchor_m=71 Swiss=10 | 鱼饵,燃烧子弹,燃烧响炮,篝火,打火机,葡萄弹,绵鳚,大钢弩
  4. RR=215 anchor_m=92 Swiss=10 | 鱼饵,燃烧子弹,燃烧响炮,篝火,打火机,绵鳚,大钢弩,靴里剑
  5. RR=239 anchor_m=31 Swiss=10 | 鱼饵,燃烧子弹,燃烧响炮,篝火,枪套,打火机,绵鳚,大钢弩
  6. RR=241 anchor_m=25 Swiss=11 | 小冰镐,鱼饵,水母,雪怪蟹,元素深水炸弹,绵鳚,海螺壳,救生圈
  7. RR=226 anchor_m=53 Swiss=11 | 救生圈,珍珠,小冰镐,鱼饵,水母,雪怪蟹,元素深水炸弹,绵鳚
  8. RR=244 anchor_m=5 Swiss=10 | 鱼饵,套娃,燃烧子弹,燃烧响炮,篝火,打火机,绵鳚,大钢弩
  9. RR=203 anchor_m=86 Swiss=10 | 手斧,鱼饵,燃烧子弹,燃烧响炮,篝火,打火机,绵鳚,大钢弩
  10. RR=199 anchor_m=89 Swiss=10 | 盐钳海盗,鱼饵,燃烧子弹,燃烧响炮,篝火,打火机,绵鳚,大钢弩
  11. RR=237 anchor_m=10 Swiss=11 | 鱼饵,大钢弩,燃烧响炮,篝火,绵鳚,打火机,救生圈
  12. RR=179 anchor_m=122 Swiss=10 | 水母,鱼饵,燃烧子弹,燃烧响炮,篝火,打火机,绵鳚,大钢弩
  13. RR=223 anchor_m=28 Swiss=10 | 鱼饵,燃烧子弹,燃烧响炮,篝火,打火机,救生圈,大钢弩
  14. RR=210 anchor_m=53 Swiss=10 | 鱼饵,燃烧子弹,燃烧响炮,篝火,打火机,流星索,绵鳚,大钢弩
  15. RR=216 anchor_m=38 Swiss=10 | 珊瑚,珍珠,水草,绵鳚,元素深水炸弹,雪怪蟹,水母,鱼饵,海螺壳
  16. RR=179 anchor_m=112 Swiss=9 | 鱼饵,燃烧子弹,燃烧响炮,篝火,打火机,吸血章鱼,绵鳚,大钢弩
  17. RR=230 anchor_m=8 Swiss=11 | 珊瑚,水草,绵鳚,元素深水炸弹,雪怪蟹,水母,救生圈,鱼饵
  18. RR=234 anchor_m=-9 Swiss=10 | 鱼饵,拍立蚌,燃烧子弹,燃烧响炮,篝火,打火机,绵鳚,大钢弩
  19. RR=195 anchor_m=66 Swiss=11 | 鱼饵,燃烧子弹,燃烧响炮,篝火,珊瑚护甲,打火机,大钢弩
  20. RR=175 anchor_m=89 Swiss=10 | 鱼饵,燃烧子弹,燃烧响炮,篝火,打火机,淬锋钢,绵鳚,大钢弩

[GDF] seeds: 鲨齿爪
[GDF] size=10 top 20
  1. RR=247 anchor_m=230 Swiss=11 | 鲨齿爪,小冰镐,手里剑,带刃悬浮板,潜水配重,深潜器,手斧
  2. RR=233 anchor_m=232 Swiss=9 | 船首像,靴里剑,葡萄弹,鲨齿爪,小冰镐,左轮手枪,手斧,流星索
  3. RR=224 anchor_m=223 Swiss=10 | 流星索,靴里剑,手里剑,刺刀,葡萄弹,鲨齿爪,小冰镐,左轮手枪,手斧
  4. RR=234 anchor_m=198 Swiss=11 | 淬锋钢,鲨齿爪,小冰镐,手里剑,带刃悬浮板,潜水配重,深潜器
  5. RR=210 anchor_m=206 Swiss=10 | 鲨齿爪,小冰镐,手里剑,带刃悬浮板,潜水配重,深潜器,靴里剑
  6. RR=203 anchor_m=198 Swiss=11 | 鲨齿爪,小冰镐,手里剑,带刃悬浮板,潜水配重,深潜器,葡萄弹
  7. RR=198 anchor_m=196 Swiss=10 | 靴里剑,葡萄弹,鲨齿爪,小冰镐,左轮手枪,鱼雷,手斧,流星索
  8. RR=204 anchor_m=173 Swiss=10 | 鲨齿爪,小冰镐,淬锋钢,带刃悬浮板,潜水配重,炮弹,深潜器
  9. RR=212 anchor_m=156 Swiss=10 | 鲨齿爪,手斧,小冰镐,淬锋钢,带刃悬浮板,潜水配重,深潜器
  10. RR=186 anchor_m=179 Swiss=11 | 鲨齿爪,手雷,小冰镐,手里剑,带刃悬浮板,潜水配重,深潜器
  11. RR=188 anchor_m=175 Swiss=10 | 鲨齿爪,藏刃匕首,小冰镐,手里剑,带刃悬浮板,潜水配重,深潜器
  12. RR=182 anchor_m=182 Swiss=10 | 靴里剑,手里剑,刺刀,手雷,葡萄弹,鲨齿爪,小冰镐,左轮手枪,手斧
  13. RR=194 anchor_m=155 Swiss=10 | 鲨齿爪,小冰镐,手里剑,带刃悬浮板,潜水配重,船长舱
  14. RR=182 anchor_m=178 Swiss=10 | 鲨齿爪,小冰镐,弹簧刀,手里剑,带刃悬浮板,潜水配重,深潜器
  15. RR=178 anchor_m=178 Swiss=11 | 靴里剑,救生圈,鲨齿爪,绵鳚,小冰镐,燃烧响炮,葡萄弹,手斧
  16. RR=176 anchor_m=176 Swiss=9 | 靴里剑,船首像,手里剑,葡萄弹,鲨齿爪,小冰镐,左轮手枪,手斧
  17. RR=169 anchor_m=169 Swiss=10 | 靴里剑,手里剑,刺刀,葡萄弹,鲨齿爪,抓钩,小冰镐,左轮手枪,手斧
  18. RR=167 anchor_m=167 Swiss=10 | 救生圈,三花,靴里剑,葡萄弹,鲨齿爪,小冰镐,左轮手枪,手斧
  19. RR=164 anchor_m=164 Swiss=11 | 救生圈,吸血章鱼,靴里剑,葡萄弹,鲨齿爪,小冰镐,左轮手枪,手斧
