# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=10 top 20
  1. RR=278 anchor_m=6 Swiss=11 | 燃烧响炮,淬锋钢,燃烧子弹,打火机,篝火,绵鳚,加速烙刀,三花
  1. RR=224 anchor_m=224 Swiss=10 | 燃烧响炮,拍立蚌,小冰镐,珊瑚,元素深水炸弹,绵鳚,风暴瓶,雪怪蟹
  2. RR=223 anchor_m=223 Swiss=10 | 珊瑚,雪怪蟹,风暴瓶,绵鳚,小冰镐,打火机,枪套,燃烧响炮,飞镖发射器
  3. RR=216 anchor_m=216 Swiss=10 | 燃烧响炮,小冰镐,绵鳚,风暴瓶,雪怪蟹,水母,珊瑚,打火机,流星索
  4. RR=216 anchor_m=216 Swiss=11 | 珊瑚,打火机,燃烧响炮,小冰镐,绵鳚,风暴瓶,雪怪蟹,水母,拍立蚌
  5. RR=209 anchor_m=209 Swiss=10 | 打火机,燃烧响炮,珊瑚,小冰镐,绵鳚,风暴瓶,雪怪蟹,毒须鲶,流星索
  6. RR=204 anchor_m=204 Swiss=11 | 燃烧响炮,拍立蚌,燃烧子弹,小冰镐,绵鳚,风暴瓶,雪怪蟹,水母,珊瑚
  7. RR=199 anchor_m=199 Swiss=11 | 流星索,燃烧响炮,枪套,大钢弩,小冰镐,绵鳚,风暴瓶,雪怪蟹
  8. RR=193 anchor_m=193 Swiss=10 | 燃烧响炮,燃烧子弹,打火机,珊瑚,小冰镐,绵鳚,风暴瓶,雪怪蟹,飞镖发射器
  9. RR=189 anchor_m=189 Swiss=11 | 打火机,珊瑚,流星索,飞镖发射器,燃烧响炮,小冰镐,绵鳚,风暴瓶,雪怪蟹
  10. RR=188 anchor_m=188 Swiss=11 | 枪套,飞镖发射器,燃烧响炮,大钢弩,小冰镐,绵鳚,风暴瓶,雪怪蟹
  11. RR=187 anchor_m=187 Swiss=10 | 珊瑚,燃烧响炮,枪套,小冰镐,绵鳚,风暴瓶,雪怪蟹,水母,拍立蚌
  12. RR=186 anchor_m=186 Swiss=9 | 燃烧响炮,打火机,珊瑚,小冰镐,绵鳚,风暴瓶,雪怪蟹,蔻森娜纹章,飞镖发射器
  13. RR=184 anchor_m=184 Swiss=11 | 打火机,燃烧响炮,珊瑚,枪套,小冰镐,绵鳚,风暴瓶,雪怪蟹,流星索
  14. RR=180 anchor_m=180 Swiss=10 | 流星索,飞镖发射器,燃烧响炮,燃烧子弹,小冰镐,绵鳚,风暴瓶,雪怪蟹,打火机
  15. RR=177 anchor_m=177 Swiss=10 | 珊瑚,燃烧响炮,蔻森娜纹章,小冰镐,绵鳚,风暴瓶,雪怪蟹,水母,拍立蚌
  16. RR=177 anchor_m=177 Swiss=10 | 打火机,流星索,飞镖发射器,燃烧响炮,枪套,小冰镐,绵鳚,风暴瓶,雪怪蟹
  17. RR=168 anchor_m=168 Swiss=11 | 燃烧响炮,拍立蚌,燃烧子弹,小冰镐,绵鳚,风暴瓶,雪怪蟹,水母,打火机
  18. RR=168 anchor_m=168 Swiss=10 | 燃烧响炮,打火机,珊瑚,小冰镐,绵鳚,风暴瓶,雪怪蟹,拍立蚌,飞镖发射器
  19. RR=167 anchor_m=167 Swiss=10 | 打火机,流星索,毒须鲶,枪套,燃烧响炮,小冰镐,绵鳚,风暴瓶,雪怪蟹
  20. RR=166 anchor_m=166 Swiss=10 | 打火机,流星索,水母,枪套,燃烧响炮,小冰镐,绵鳚,风暴瓶,雪怪蟹

[GDF] seeds: 飞镖发射器
[GDF] size=10 top 20
  1. RR=221 anchor_m=36 Swiss=10 | 皮皮虾,枪套,飞镖发射器,十手,火药角,烈酒杯,大钢弩,拍立蚌,流星索
  2. RR=210 anchor_m=78 Swiss=11 | 皮皮虾,飞镖发射器,十手,枪套,大钢弩,绵鳚,流星索,炮弹,烈酒杯
  3. RR=216 anchor_m=34 Swiss=11 | 皮皮虾,潜水配重,枪套,飞镖发射器,十手,火药角,烈酒杯,大钢弩,流星索
  4. RR=200 anchor_m=62 Swiss=10 | 皮皮虾,枪套,飞镖发射器,十手,大钢弩,拍立蚌,流星索,炮弹,烈酒杯
  5. RR=188 anchor_m=68 Swiss=10 | 藏刃匕首,皮皮虾,飞镖发射器,十手,枪套,大钢弩,流星索,炮弹,烈酒杯
  6. RR=192 anchor_m=58 Swiss=10 | 大钢弩,皮皮虾,锁镰,飞镖发射器,十手,枪套,火药角,烈酒杯,拍立蚌
  7. RR=191 anchor_m=58 Swiss=10 | 皮皮虾,枪套,飞镖发射器,十手,火药角,烈酒杯,大钢弩,流星索,葡萄弹
  8. RR=183 anchor_m=68 Swiss=10 | 皮皮虾,飞镖发射器,十手,大钢弩,流星索,标枪,炮弹,烈酒杯
  9. RR=178 anchor_m=75 Swiss=9 | 皮皮虾,枪套,飞镖发射器,十手,吸血章鱼,火药角,烈酒杯,大钢弩,流星索
  10. RR=176 anchor_m=78 Swiss=10 | 皮皮虾,大钢弩,枪套,锁镰,飞镖发射器,十手,拍立蚌,炮弹,烈酒杯
  11. RR=176 anchor_m=75 Swiss=10 | 锁镰,皮皮虾,枪套,飞镖发射器,十手,火药角,烈酒杯,大钢弩,流星索
  12. RR=184 anchor_m=55 Swiss=10 | 皮皮虾,枪套,盐钳海盗,飞镖发射器,十手,火药角,烈酒杯,大钢弩,流星索
  13. RR=183 anchor_m=56 Swiss=10 | 皮皮虾,靴里剑,枪套,飞镖发射器,十手,火药角,烈酒杯,大钢弩,流星索
  14. RR=186 anchor_m=47 Swiss=11 | 皮皮虾,枪套,飞镖发射器,十手,火药角,烈酒杯,藏刃匕首,大钢弩,流星索
  15. RR=174 anchor_m=71 Swiss=10 | 皮皮虾,飞镖发射器,十手,枪套,大钢弩,流星索,炮弹,烈酒杯,手雷
  16. RR=174 anchor_m=70 Swiss=10 | 皮皮虾,飞镖发射器,十手,枪套,珊瑚,大钢弩,流星索,炮弹,烈酒杯
  17. RR=182 anchor_m=52 Swiss=11 | 皮皮虾,绵鳚,枪套,飞镖发射器,十手,火药角,烈酒杯,大钢弩,流星索
  18. RR=179 anchor_m=58 Swiss=10 | 皮皮虾,枪套,飞镖发射器,十手,火药角,烈酒杯,大钢弩,理查森先生,流星索
  19. RR=177 anchor_m=59 Swiss=10 | 皮皮虾,枪套,手斧,飞镖发射器,十手,火药角,烈酒杯,大钢弩,流星索
  20. RR=164 anchor_m=78 Swiss=10 | 皮皮虾,珍珠,枪套,飞镖发射器,十手,火药角,烈酒杯,大钢弩,流星索

[GDF] seeds: 飞鱼
[GDF] size=10 top 20
  1. RR=240 anchor_m=113 Swiss=11 | 大钢弩,加速烙刀,绵鳚,潜水配重,飞鱼,藏刃匕首,枪套,打火机
  2. RR=215 anchor_m=213 Swiss=9 | 鳐鲨,潜水配重,飞鱼,吸血章鱼,潜行滑翔机,马龙鱼
  3. RR=204 anchor_m=204 Swiss=10 | 鳐鲨,飞鱼,水母,马龙鱼,食人鱼,潜行滑翔机
  4. RR=211 anchor_m=180 Swiss=10 | 左轮手枪,大钢弩,加速烙刀,绵鳚,潜水配重,飞鱼,藏刃匕首,枪套
  5. RR=200 anchor_m=200 Swiss=10 | 鳐鲨,飞鱼,马龙鱼,水母,盐钳海盗,潜行滑翔机
  6. RR=210 anchor_m=168 Swiss=10 | 大钢弩,套娃,加速烙刀,绵鳚,潜水配重,飞鱼,藏刃匕首,枪套
  7. RR=210 anchor_m=166 Swiss=10 | 淬锋钢,大钢弩,加速烙刀,绵鳚,潜水配重,飞鱼,藏刃匕首,枪套
  8. RR=223 anchor_m=139 Swiss=11 | 大钢弩,加速烙刀,绵鳚,潜水配重,飞鱼,拍立蚌,藏刃匕首,枪套
  9. RR=215 anchor_m=142 Swiss=11 | 加速烙刀,绵鳚,大钢弩,飞鱼,燃烧响炮,烈酒杯,藏刃匕首,枪套
  10. RR=207 anchor_m=144 Swiss=11 | 大钢弩,加速烙刀,绵鳚,潜水配重,飞鱼,独角鲸,藏刃匕首,枪套
  11. RR=236 anchor_m=81 Swiss=11 | 大钢弩,加速烙刀,绵鳚,潜水配重,燃烧响炮,飞鱼,藏刃匕首,枪套
  12. RR=203 anchor_m=136 Swiss=10 | 大钢弩,加速烙刀,绵鳚,潜水配重,飞鱼,藏刃匕首,枪套,流星索
  13. RR=177 anchor_m=166 Swiss=10 | 加速烙刀,绵鳚,迷幻蝠鲼,飞鱼,燃烧响炮,藏刃匕首,大钢弩,枪套
  14. RR=188 anchor_m=131 Swiss=10 | 大钢弩,加速烙刀,绵鳚,潜水配重,飞鱼,藏刃匕首,枪套,手雷
  15. RR=231 anchor_m=44 Swiss=10 | 大钢弩,加速烙刀,绵鳚,潜水配重,飞鱼,烈酒杯,藏刃匕首,枪套
  16. RR=185 anchor_m=133 Swiss=10 | 大钢弩,加速烙刀,绵鳚,潜水配重,飞鱼,藏刃匕首,珊瑚,枪套
  17. RR=181 anchor_m=132 Swiss=10 | 大钢弩,加速烙刀,绵鳚,潜水配重,飞鱼,藏刃匕首,手斧,枪套
  18. RR=157 anchor_m=129 Swiss=11 | 加速烙刀,大钢弩,燃烧响炮,枪套,小冰镐,飞鱼,潜水配重,藏刃匕首
  19. RR=153 anchor_m=134 Swiss=10 | 加速烙刀,绵鳚,水母,飞鱼,燃烧响炮,藏刃匕首,大钢弩,枪套
  20. RR=171 anchor_m=91 Swiss=10 | 加速烙刀,绵鳚,打火机,飞鱼,燃烧响炮,大钢弩,枪套,藏刃匕首

[GDF] seeds: 食人鱼
[GDF] size=10 top 20
  1. RR=267 anchor_m=13 Swiss=11 | 大钢弩,加速烙刀,绵鳚,篝火,打火机,食人鱼,燃烧响炮
  2. RR=251 anchor_m=38 Swiss=11 | 加速烙刀,绵鳚,篝火,打火机,燃烧子弹,套娃,食人鱼,燃烧响炮
  3. RR=260 anchor_m=1 Swiss=11 | 加速烙刀,绵鳚,篝火,打火机,燃烧子弹,拍立蚌,食人鱼,燃烧响炮
  4. RR=235 anchor_m=27 Swiss=11 | 加速烙刀,绵鳚,篝火,打火机,燃烧子弹,小冰镐,食人鱼,燃烧响炮
  5. RR=238 anchor_m=12 Swiss=11 | 加速烙刀,绵鳚,篝火,打火机,燃烧子弹,流星索,食人鱼,燃烧响炮
  6. RR=181 anchor_m=113 Swiss=10 | 珊瑚,拍立蚌,海螺壳,珍珠,食人鱼,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  7. RR=203 anchor_m=62 Swiss=11 | 套娃,枪套,加速烙刀,绵鳚,篝火,打火机,食人鱼,燃烧响炮
  8. RR=224 anchor_m=14 Swiss=10 | 枪套,加速烙刀,绵鳚,篝火,打火机,燃烧子弹,食人鱼,燃烧响炮
  9. RR=220 anchor_m=22 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,燃烧子弹,葡萄弹,食人鱼,燃烧响炮
  10. RR=202 anchor_m=35 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,燃烧子弹,独角鲸,食人鱼,燃烧响炮
  11. RR=173 anchor_m=92 Swiss=9 | 珊瑚,食人鱼,迷幻蝠鲼,皮皮虾,拍立蚌,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  12. RR=196 anchor_m=45 Swiss=10 | 枪套,加速烙刀,绵鳚,篝火,小冰镐,打火机,食人鱼,燃烧响炮
  13. RR=215 anchor_m=5 Swiss=9 | 加速烙刀,绵鳚,篝火,打火机,燃烧子弹,淬锋钢,食人鱼,燃烧响炮
  14. RR=204 anchor_m=16 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,燃烧子弹,左轮手枪,食人鱼,燃烧响炮
  15. RR=150 anchor_m=120 Swiss=9 | 龙涎香,海螺壳,食人鱼,迷幻蝠鲼,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚
  16. RR=185 anchor_m=42 Swiss=10 | 枪套,加速烙刀,绵鳚,篝火,打火机,拍立蚌,食人鱼,燃烧响炮
  17. RR=184 anchor_m=40 Swiss=10 | 枪套,加速烙刀,绵鳚,篝火,打火机,流星索,食人鱼,燃烧响炮
  18. RR=195 anchor_m=11 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,燃烧子弹,食人鱼,藏刃匕首,燃烧响炮
  19. RR=151 anchor_m=99 Swiss=10 | 食人鱼,迷幻蝠鲼,皮皮虾,珊瑚,珍珠,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  20. RR=144 anchor_m=111 Swiss=10 | 食人鱼,迷幻蝠鲼,拍立蚌,珊瑚,珍珠,雪怪蟹,元素深水炸弹,绵鳚,小冰镐

[GDF] seeds: 马龙鱼
[GDF] size=10 top 20
  1. RR=237 anchor_m=237 Swiss=10 | 牌桌,马龙鱼,深潜器,水车,淬锋钢
  2. RR=236 anchor_m=236 Swiss=11 | 码头缆索,牌桌,马龙鱼,水车,淬锋钢
  3. RR=222 anchor_m=222 Swiss=11 | 淬锋钢,水车,马龙鱼,弹簧刀,牌桌,小冰镐
  4. RR=214 anchor_m=214 Swiss=11 | 淬锋钢,深潜器,水车,马龙鱼,弹簧刀,小冰镐
  5. RR=213 anchor_m=213 Swiss=10 | 拍立蚌,淬锋钢,水车,马龙鱼,消音器,牌桌
  6. RR=210 anchor_m=210 Swiss=10 | 淬锋钢,水车,马龙鱼,消音器,牌桌,燃烧响炮
  7. RR=204 anchor_m=204 Swiss=10 | 小冰镐,喷射摩托,马龙鱼,水车,淬锋钢
  8. RR=197 anchor_m=197 Swiss=10 | 马龙鱼,码头缆索,深潜器,水车,淬锋钢
  9. RR=193 anchor_m=193 Swiss=10 | 淬锋钢,水车,套娃,马龙鱼,消音器,牌桌
  10. RR=179 anchor_m=179 Swiss=10 | 深潜器,马龙鱼,牌桌,鸦巢,淬锋钢
  11. RR=180 anchor_m=175 Swiss=10 | 淬锋钢,水车,马龙鱼,弹簧刀,小冰镐,码头缆索
  12. RR=177 anchor_m=177 Swiss=10 | 马龙鱼,消音器,淬锋钢,牌桌,深潜器,沙滩充气球
  13. RR=173 anchor_m=173 Swiss=10 | 马龙鱼,深潜器,套娃,水车,淬锋钢,拍立蚌
  14. RR=172 anchor_m=172 Swiss=10 | 淬锋钢,打火机,水车,马龙鱼,消音器,牌桌
  15. RR=171 anchor_m=171 Swiss=11 | 深潜器,理查森先生,迷幻蝠鲼,马龙鱼,水车,淬锋钢
  16. RR=169 anchor_m=169 Swiss=10 | 淬锋钢,龙涎香,水车,马龙鱼,消音器,牌桌
  17. RR=169 anchor_m=169 Swiss=9 | 马龙鱼,水车,深潜器,淬锋钢,小冰镐,燃烧响炮
  18. RR=168 anchor_m=168 Swiss=11 | 淬锋钢,水车,马龙鱼,消音器,潜水配重,牌桌
  19. RR=167 anchor_m=167 Swiss=10 | 马龙鱼,湿件战服,淬锋钢,拍立蚌,深潜器,流星索,小冰镐
  20. RR=167 anchor_m=167 Swiss=10 | 马龙鱼,湿件战服,深潜器,珊瑚,淬锋钢,牌桌

[GDF] seeds: 鱼叉
[GDF] size=10 top 20
  1. RR=215 anchor_m=26 Swiss=10 | 大钢弩,鱼叉,燃烧响炮,燃烧子弹,加速烙刀,篝火
  2. RR=211 anchor_m=7 Swiss=11 | 鱼叉,流星索,燃烧响炮,燃烧子弹,打火机,加速烙刀,篝火
  3. RR=206 anchor_m=10 Swiss=11 | 救生圈,火炮,填弹杆,步枪,鱼叉
  4. RR=209 anchor_m=2 Swiss=11 | 鱼叉,燃烧响炮,燃烧子弹,淬锋钢,加速烙刀,篝火,打火机
  5. RR=212 anchor_m=-4 Swiss=11 | 鱼叉,燃烧响炮,燃烧子弹,打火机,加速烙刀,绵鳚,篝火
  6. RR=202 anchor_m=15 Swiss=10 | 篝火,火炮,填弹杆,步枪,鱼叉
  7. RR=199 anchor_m=12 Swiss=11 | 火炮,填弹杆,步枪,鱼叉,珊瑚护甲
  8. RR=195 anchor_m=8 Swiss=11 | 火炮,填弹杆,步枪,鱼叉,标枪
  9. RR=193 anchor_m=5 Swiss=10 | 燃烧响炮,鱼叉,烈酒杯,大钢弩,加速烙刀,篝火
  10. RR=192 anchor_m=6 Swiss=10 | 火炮,填弹杆,步枪,鱼叉,码头缆索
  11. RR=186 anchor_m=9 Swiss=10 | 火炮,填弹杆,步枪,海影宝驹,鱼叉
  12. RR=187 anchor_m=1 Swiss=10 | 火炮,填弹杆,步枪,鱼叉,狼筅
  13. RR=190 anchor_m=-10 Swiss=10 | 鱼叉,燃烧响炮,燃烧子弹,打火机,加速烙刀,篝火,藏刃匕首
  14. RR=189 anchor_m=-8 Swiss=10 | 鱼叉,燃烧响炮,燃烧子弹,打火机,加速烙刀,篝火,理查森先生
  15. RR=186 anchor_m=-3 Swiss=10 | 大钢弩,鱼叉,燃烧响炮,打火机,加速烙刀,篝火
  16. RR=174 anchor_m=14 Swiss=9 | 鱼叉,燃烧响炮,燃烧子弹,打火机,十手,加速烙刀,篝火
  17. RR=180 anchor_m=1 Swiss=10 | 深潜器,湿件战服,鱼叉,马龙鱼,迷幻蝠鲼,淬锋钢
  18. RR=179 anchor_m=-2 Swiss=10 | 火炮,填弹杆,步枪,鲨齿爪,鱼叉
  19. RR=178 anchor_m=-4 Swiss=10 | 深潜器,湿件战服,流星索,鱼叉,马龙鱼,淬锋钢
  20. RR=169 anchor_m=5 Swiss=10 | 火枪,火炮,填弹杆,步枪,鱼叉

[GDF] seeds: 鱼雷
[GDF] size=10 top 20
  1. RR=213 anchor_m=213 Swiss=10 | 流星索,小冰镐,火药角,鱼雷,潜水配重,水车,拍立蚌
  2. RR=190 anchor_m=190 Swiss=10 | 小冰镐,火药角,鱼雷,潜水配重,套娃,水车,拍立蚌
  3. RR=187 anchor_m=187 Swiss=9 | 火药角,鱼雷,潜水配重,水车,拍立蚌,十手,流星索
  4. RR=185 anchor_m=185 Swiss=10 | 小冰镐,火药角,鱼雷,潜水配重,水车,拍立蚌,飞镖发射器
  5. RR=184 anchor_m=184 Swiss=10 | 雪怪蟹,小冰镐,火药角,鱼雷,潜水配重,水车,拍立蚌
  6. RR=181 anchor_m=181 Swiss=11 | 龙涎香,小冰镐,火药角,鱼雷,潜水配重,水车,拍立蚌
  7. RR=181 anchor_m=181 Swiss=10 | 珊瑚,火药角,鱼雷,潜水配重,水车,拍立蚌,流星索
  8. RR=180 anchor_m=180 Swiss=10 | 小冰镐,珊瑚,火药角,鱼雷,潜水配重,水车,拍立蚌
  9. RR=179 anchor_m=179 Swiss=10 | 迷幻蝠鲼,火药角,鱼雷,潜水配重,水车,拍立蚌,小冰镐
  10. RR=179 anchor_m=179 Swiss=9 | 火药角,鱼雷,潜水配重,水车,拍立蚌,十手,小冰镐
  11. RR=178 anchor_m=178 Swiss=9 | 小冰镐,火药角,鱼雷,潜水配重,水车,拍立蚌,鱼饵
  12. RR=172 anchor_m=172 Swiss=10 | 小冰镐,火药角,鱼雷,潜水配重,水车,拍立蚌,毒须鲶
  13. RR=172 anchor_m=172 Swiss=9 | 火药角,鱼雷,潜水配重,水车,拍立蚌,小冰镐,独角鲸
  14. RR=169 anchor_m=169 Swiss=10 | 流星索,迷幻蝠鲼,火药角,鱼雷,潜水配重,水车,拍立蚌
  15. RR=169 anchor_m=169 Swiss=9 | 小冰镐,火药角,鱼雷,潜水配重,水车,拍立蚌,左轮手枪
  16. RR=169 anchor_m=169 Swiss=9 | 小冰镐,海螺壳,火药角,鱼雷,潜水配重,水车,拍立蚌
  17. RR=168 anchor_m=168 Swiss=9 | 盐钳海盗,火药角,鱼雷,潜水配重,水车,拍立蚌,小冰镐
  18. RR=167 anchor_m=167 Swiss=9 | 小冰镐,飞鱼,火药角,鱼雷,潜水配重,水车,拍立蚌
  19. RR=166 anchor_m=166 Swiss=9 | 皮皮虾,迷幻蝠鲼,火药角,鱼雷,潜水配重,水车,拍立蚌
  20. RR=165 anchor_m=165 Swiss=9 | 葡萄弹,火药角,鱼雷,潜水配重,水车,拍立蚌,流星索

[GDF] seeds: 鱼饵
[GDF] size=10 top 20
  1. RR=204 anchor_m=99 Swiss=11 | 海螺壳,鱼饵,潜水配重,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  2. RR=190 anchor_m=104 Swiss=10 | 鱼饵,潜水配重,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚
  3. RR=181 anchor_m=112 Swiss=10 | 鱼饵,珍珠,海螺壳,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  4. RR=168 anchor_m=114 Swiss=10 | 鱼饵,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,大钢弩
  5. RR=174 anchor_m=100 Swiss=10 | 拍立蚌,理查森先生,鱼饵,海螺壳,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  6. RR=174 anchor_m=100 Swiss=9 | 拍立蚌,鱼饵,潜水配重,吸血章鱼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  7. RR=181 anchor_m=85 Swiss=10 | 拍立蚌,鱼饵,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,飞鱼
  8. RR=179 anchor_m=88 Swiss=11 | 鱼饵,珍珠,拍立蚌,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  9. RR=176 anchor_m=94 Swiss=10 | 海螺壳,拍立蚌,鱼饵,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  10. RR=188 anchor_m=65 Swiss=10 | 拍立蚌,皮皮虾,鱼饵,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  11. RR=184 anchor_m=66 Swiss=11 | 拍立蚌,鱼饵,海螺壳,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  12. RR=158 anchor_m=116 Swiss=10 | 鱼饵,水草,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,海螺壳,小冰镐
  13. RR=154 anchor_m=122 Swiss=11 | 鱼饵,燃烧子弹,潜水配重,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  14. RR=163 anchor_m=100 Swiss=9 | 拍立蚌,鱼饵,食人鱼,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  15. RR=168 anchor_m=88 Swiss=10 | 拍立蚌,鱼饵,海螺壳,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  16. RR=168 anchor_m=86 Swiss=9 | 珊瑚,盐钳海盗,鱼饵,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  17. RR=162 anchor_m=93 Swiss=10 | 龙涎香,拍立蚌,鱼饵,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,盐钳海盗
  18. RR=163 anchor_m=91 Swiss=10 | 珍珠,水草,拍立蚌,鱼饵,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  19. RR=163 anchor_m=85 Swiss=10 | 拍立蚌,鱼饵,水草,海螺壳,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  20. RR=161 anchor_m=87 Swiss=10 | 标枪,拍立蚌,鱼饵,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐

[GDF] seeds: 鲨齿爪
[GDF] size=10 top 20
  1. RR=234 anchor_m=234 Swiss=11 | 鲨齿爪,绵鳚,小冰镐,飞鱼,抛石机,手斧,手里剑
  2. RR=225 anchor_m=221 Swiss=10 | 燃烧响炮,鲨齿爪,绵鳚,小冰镐,飞鱼,抛石机,手斧
  3. RR=216 anchor_m=215 Swiss=10 | 流星索,鲨齿爪,绵鳚,小冰镐,飞鱼,抛石机,手斧
  4. RR=215 anchor_m=215 Swiss=11 | 鲨齿爪,绵鳚,小冰镐,飞鱼,抛石机,藏刃匕首,手斧
  5. RR=214 anchor_m=214 Swiss=10 | 鲨齿爪,绵鳚,小冰镐,飞鱼,抛石机,手斧,珊瑚
  6. RR=202 anchor_m=195 Swiss=10 | 火炮,鲨齿爪,珊瑚,绵鳚,小冰镐,燃烧响炮,打火机,手斧
  7. RR=197 anchor_m=197 Swiss=11 | 鲨齿爪,绵鳚,小冰镐,弹簧刀,抛石机,飞鱼,藏刃匕首
  8. RR=196 anchor_m=196 Swiss=11 | 鲨齿爪,绵鳚,小冰镐,抛石机,手斧,藏刃匕首,燃烧响炮
  9. RR=192 anchor_m=192 Swiss=10 | 珊瑚,燃烧响炮,燃烧子弹,打火机,手斧,鲨齿爪,绵鳚,小冰镐,藏刃匕首
  10. RR=191 anchor_m=191 Swiss=10 | 鲨齿爪,绵鳚,小冰镐,流星索,抛石机,飞鱼,藏刃匕首
  11. RR=190 anchor_m=190 Swiss=10 | 靴里剑,鲨齿爪,绵鳚,小冰镐,燃烧子弹,燃烧响炮,珊瑚,打火机,手斧
  12. RR=183 anchor_m=183 Swiss=10 | 狼筅,鲨齿爪,绵鳚,小冰镐,燃烧响炮,葡萄弹,打火机,手斧
  13. RR=183 anchor_m=183 Swiss=10 | 鲨齿爪,绵鳚,小冰镐,飞鱼,抛石机,靴里剑,手斧
  14. RR=179 anchor_m=179 Swiss=10 | 葡萄弹,鲨齿爪,绵鳚,小冰镐,燃烧子弹,燃烧响炮,珊瑚,打火机,手斧
  15. RR=178 anchor_m=178 Swiss=11 | 鲨齿爪,绵鳚,小冰镐,抛石机,飞鱼,珊瑚,藏刃匕首
  16. RR=177 anchor_m=177 Swiss=10 | 鲨齿爪,绵鳚,小冰镐,独角鲸,飞鱼,抛石机,手斧
  17. RR=177 anchor_m=177 Swiss=11 | 流星索,鲨齿爪,绵鳚,小冰镐,燃烧子弹,燃烧响炮,珊瑚,打火机,手斧
  18. RR=176 anchor_m=176 Swiss=10 | 鲨齿爪,绵鳚,小冰镐,燃烧子弹,抛石机,飞鱼,藏刃匕首
  19. RR=176 anchor_m=173 Swiss=9 | 火炮,打火机,鲨齿爪,绵鳚,小冰镐,燃烧子弹,燃烧响炮,手斧
  20. RR=174 anchor_m=174 Swiss=9 | 鲨齿爪,绵鳚,小冰镐,弹簧刀,抛石机,手斧,藏刃匕首

[GDF] seeds: 鳐鲨
[GDF] size=10 top 20
  1. RR=263 anchor_m=260 Swiss=11 | 大钢弩,枪套,马龙鱼,水母,飞鱼,潜水配重,鳐鲨
  2. RR=197 anchor_m=196 Swiss=10 | 大钢弩,马龙鱼,水母,飞鱼,潜水配重,鳐鲨,烈酒杯
  3. RR=201 anchor_m=172 Swiss=10 | 珊瑚,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,鳐鲨
  4. RR=226 anchor_m=102 Swiss=11 | 打火机,燃烧子弹,潜水配重,绵鳚,加速烙刀,鳐鲨,燃烧响炮,枪套
  5. RR=231 anchor_m=90 Swiss=10 | 打火机,篝火,绵鳚,加速烙刀,鳐鲨,燃烧子弹,燃烧响炮
  6. RR=197 anchor_m=155 Swiss=10 | 拍立蚌,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珊瑚,鳐鲨
  7. RR=208 anchor_m=129 Swiss=10 | 打火机,飞鱼,潜水配重,绵鳚,加速烙刀,鳐鲨,燃烧响炮,枪套
  8. RR=189 anchor_m=158 Swiss=10 | 打火机,篝火,绵鳚,加速烙刀,鳐鲨,珊瑚,燃烧响炮
  9. RR=194 anchor_m=141 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珊瑚,鳐鲨,海螺壳
  10. RR=170 anchor_m=169 Swiss=10 | 大钢弩,马龙鱼,水母,拍立蚌,飞鱼,潜水配重,鳐鲨
  11. RR=193 anchor_m=107 Swiss=11 | 烈酒杯,打火机,篝火,绵鳚,加速烙刀,鳐鲨,燃烧响炮
